gene	score	logfoldchange	pval	pval_adj	cluster
Iqgap1	16,793867111206055	0,6415538191795349	2,7062291674473066e-63	3,0791010142743225e-61	AM
Atp6v0e	16,78708267211914	1,1626430749893188	3,034010950070856e-63	3,43649573601494e-61	AM
Dnase2a	16,783010482788086	2,0816049575805664	3,249369679617229e-63	3,663919309146871e-61	AM
Myof	16,685604095458984	1,3385215997695923	1,6681101749049347e-62	1,872528140535026e-60	AM
Serpinb1a	16,48476791381836	2,2545793056488037	4,721091157776028e-61	5,25273615762293e-59	AM
Anxa4	16,4722957611084	1,2959898710250854	5,8025168153992716e-61	6,427501556088753e-59	AM
Sla	16,411340713500977	1,7146133184432983	1,586608029661463e-60	1,7421510439230346e-58	AM
Rgcc	16,39023780822754	1,4958806037902832	2,2456186447359226e-60	2,45504699225586e-58	AM
Romo1	16,358642578125	1,5590393543243408	3,7744432498597555e-60	4,1085876847499375e-58	AM
Pnpla8	16,30792999267578	1,5734559297561646	8,667960116057521e-60	9,322493046853478e-58	AM
Dbi	16,307876586914062	1,1403746604919434	8,675535386612502e-60	9,322493046853478e-58	AM
Net1	16,233264923095703	1,5091451406478882	2,934314205477923e-59	3,139716199861378e-57	AM
Gdf15	16,218494415283203	3,8064229488372803	3,732296954718172e-59	3,9766358867113747e-57	AM
Dmxl2	16,21007537841797	2,9215123653411865	4,280382294832457e-59	4,5413591900237197e-57	AM
Tmem256	16,155807495117188	1,6338379383087158	1,0335663192342174e-58	1,091975844417832e-56	AM
Gabarap	16,149402618408203	0,9054448008537292	1,1466576549219956e-58	1,2063894030549615e-56	AM
Atp6ap2	16,129121780395508	1,4487764835357666	1,5926938181647652e-58	1,668678585739709e-56	AM
AU020206	16,04824447631836	0,8365851640701294	5,8803040666318586e-58	6,109927510556119e-56	AM
Cox7c	16,01595687866211	1,122912883758545	9,887485477951842e-58	1,0231309561444405e-55	AM
Qdpr	15,9851655960083	2,0054774284362793	1,6213649178945167e-57	1,6708697073958042e-55	AM
Slfn2	15,896339416503906	1,213874101638794	6,717744933231772e-57	6,866573022199712e-55	AM
Hint1	15,884906768798828	1,1663143634796143	8,061733898216019e-57	8,20697566277902e-55	AM
Tuba1b	15,857491493225098	1,2058851718902588	1,2477916222793326e-56	1,2651500137989441e-54	AM
Csf2rb	15,822101593017578	1,6973775625228882	2,1905771390652095e-56	2,212131010513843e-54	AM
Atp6v0d1	15,657146453857422	1,4341168403625488	2,969224065946664e-55	2,9864455655291545e-53	AM
Atp6v1f	15,604991912841797	1,2416107654571533	6,731856263077463e-55	6,717163719646143e-53	AM
Calm1	15,566865921020508	0,5683609247207642	1,2225141002379689e-54	1,2150243893471829e-52	AM
Rps28	15,388245582580566	0,8735126256942749	1,9628130982769362e-53	1,9431076911879353e-51	AM
Lrp12	15,363943099975586	3,659864664077759	2,85660237085313e-53	2,816833984905959e-51	AM
Hspa5	15,306963920593262	0,6194395422935486	6,869687638951105e-53	6,747589675055686e-51	AM
Lima1	15,30221939086914	1,216591477394104	7,389282246415508e-53	7,22970825237813e-51	AM
Cd84	15,29159927368164	1,734884262084961	8,698701324963004e-53	8,477862202178091e-51	AM
Rexo2	15,217548370361328	1,4133659601211548	2,704773841926828e-52	2,6150826504703995e-50	AM
Uqcrh	15,217315673828125	0,9879079461097717	2,7144027511345167e-52	2,6150826504703995e-50	AM
Pnpla7	15,147858619689941	2,0757007598876953	7,827581946709794e-52	7,512387330153351e-50	AM
Cmpk1	15,1025972366333	1,662318468093872	1,5567830150943845e-51	1,4884147876254106e-49	AM
Lgmn	15,075035095214844	1,3803023099899292	2,363905799273083e-51	2,243034389536667e-49	AM
Bhlhe41	15,07392406463623	2,819941282272339	2,404011617107587e-51	2,2725139891793337e-49	AM
Atp5j2	15,027252197265625	0,9789614081382751	4,8678315790300734e-51	4,5672248154742985e-49	AM
Ccnd2	14,970433235168457	0,9246038794517517	1,1457262987156098e-50	1,0670106585631115e-48	AM
Mertk	14,965997695922852	1,9187495708465576	1,2247290055256577e-50	1,1321989280861274e-48	AM
Slc39a2	14,959914207458496	3,8150153160095215	1,341992434467192e-50	1,236058599438738e-48	AM
Calm3	14,902936935424805	1,2539575099945068	3,1540563300133175e-50	2,8944797962841197e-48	AM
Lilr4b	14,801283836364746	1,4835944175720215	1,4371389692406344e-49	1,3140676138747546e-47	AM
Ndufb7	14,765702247619629	1,1134179830551147	2,437681738198495e-49	2,220851714021781e-47	AM
Tuba1c	14,756035804748535	1,7261919975280762	2,8133936691455804e-49	2,553891112298398e-47	AM
Pfn1	14,748456001281738	0,7424458265304565	3,1478625792676968e-49	2,847230379700944e-47	AM
Ndufb1-ps	14,712299346923828	1,625966191291809	5,37497001431459e-49	4,844215806807899e-47	AM
Spns1	14,672601699829102	1,6868817806243896	9,657032906176956e-49	8,672360443779271e-47	AM
Atp5mpl	14,617573738098145	1,6090927124023438	2,1699542729236207e-48	1,934875893356895e-46	AM
Blvra	14,6129732131958	2,2792232036590576	2,32161549582448e-48	2,0627922841875103e-46	AM
Rps24	14,596753120422363	0,5778713226318359	2,945423034273731e-48	2,6078402181976394e-46	AM
Hspe1	14,590776443481445	1,1645666360855103	3,21519254528044e-48	2,8367023351254966e-46	AM
Rps27a	14,576910018920898	0,6521143317222595	3,939479046478526e-48	3,4635734483812075e-46	AM
Actr2	14,550264358520508	0,8855078816413879	5,817763710266911e-48	5,0971313064341974e-46	AM
Rpl41	14,401501655578613	0,5683920383453369	5,063167717977326e-47	4,405306306869891e-45	AM
Dazap2	14,382903099060059	0,9496001601219177	6,625633306030634e-47	5,744881016556562e-45	AM
Atpif1	14,380376815795898	1,0636845827102661	6,871892611648003e-47	5,937929199996186e-45	AM
Olr1	14,373814582824707	3,9405646324157715	7,555215709722785e-47	6,506023939074637e-45	AM
Il17ra	14,367070198059082	1,6147243976593018	8,328099705967258e-47	7,14710126643504e-45	AM
Sqstm1	14,312987327575684	0,7990727424621582	1,81543338652334e-46	1,5526895409567816e-44	AM
Pomp	14,296741485595703	0,9758949875831604	2,292983157820149e-46	1,9544766611317846e-44	AM
Serp1	14,286833763122559	0,8385236263275146	2,6435765275026473e-46	2,2457003981099347e-44	AM
Nus1	14,21937370300293	1,510894536972046	6,947183238525272e-46	5,86197726619859e-44	AM
Gusb	14,1968355178833	1,1554824113845825	9,584352879261236e-46	8,033285104967459e-44	AM
Arpc3	14,18962574005127	1,488896131515503	1,0622479881178869e-45	8,873829123330321e-44	AM
Idh1	14,142459869384766	2,114995002746582	2,078881230241581e-45	1,7251969813341439e-43	AM
Mmp19	14,128426551818848	2,6190404891967773	2,5375157964635677e-45	2,0988761415156716e-43	AM
Rpl39	14,097146987915039	0,973066508769989	3,954339856381969e-45	3,260061497990971e-43	AM
Sh3bgrl3	14,070772171020508	0,6804479956626892	5,74385688110153e-45	4,719911152787515e-43	AM
Trpv2	14,066003799438477	1,7129124402999878	6,144486620727015e-45	5,032674790820222e-43	AM
Cidec	14,061745643615723	5,767753601074219	6,525634872496111e-45	5,327502885354374e-43	AM
Uqcrb	14,001364707946777	0,9904882311820984	1,529066742721369e-44	1,2442842474345897e-42	AM
Ddhd1	13,988994598388672	1,2896482944488525	1,8196605717839476e-44	1,47597951862927e-42	AM
Cdc42ep3	13,928325653076172	1,404556393623352	4,262315131489213e-44	3,4461708675657964e-42	AM
Ostf1	13,893424987792969	1,06272292137146	6,943390009281806e-44	5,5780045298208e-42	AM
Rpl38	13,881905555725098	0,9744647145271301	8,154690112760569e-44	6,530244677877851e-42	AM
Cdc42	13,83543586730957	0,6329991817474365	1,5578927421662175e-43	1,2396586392965044e-41	AM
Dpp7	13,79914379119873	2,0830001831054688	2,5789610233769252e-43	2,045677442675482e-41	AM
Cd47	13,790542602539062	0,6431723833084106	2,9056655055641415e-43	2,2975773313651053e-41	AM
Rps9	13,787083625793457	0,5002581477165222	3,048382257563304e-43	2,4028705914241156e-41	AM
Tmsb10	13,781586647033691	0,9957340359687805	3,2896327610523915e-43	2,5849317430206995e-41	AM
Abcd2	13,725165367126465	3,0483860969543457	7,176495007441105e-43	5,604129408761074e-41	AM
Bcl2a1d	13,713642120361328	1,9305475950241089	8,412665130297189e-43	6,549116554220521e-41	AM
Sulf2	13,711606979370117	1,8831305503845215	8,652068345079819e-43	6,714699337562718e-41	AM
Lsp1	13,69873332977295	0,7248039245605469	1,033105152160641e-42	7,966509856299491e-41	AM
Unc119	13,698529243469238	2,301422595977783	1,0360106275641017e-42	7,966509856299491e-41	AM
Pdia6	13,644416809082031	0,6570399403572083	2,1794938871819425e-42	1,6657560423461987e-40	AM
Rps12	13,621238708496094	0,5072758197784424	2,994461979729856e-42	2,2747959661724237e-40	AM
Ramp1	13,554267883300781	1,7192392349243164	7,475394779089014e-42	5,644708760366164e-40	AM
Cd33	13,526063919067383	2,323023796081543	1,0974487312792993e-41	8,262080343717957e-40	AM
Bola2	13,389500617980957	1,568767786026001	6,964767112579368e-41	5,196708280291044e-39	AM
Cyb561a3	13,37604808807373	2,1197478771209717	8,346886467692742e-41	6,209540243495089e-39	AM
Pon2	13,366462707519531	1,0837167501449585	9,494979335431318e-41	7,04280989349323e-39	AM
Hcls1	13,361907958984375	1,0262078046798706	1,0094371099637517e-40	7,465381214717216e-39	AM
Gba	13,251843452453613	1,6223957538604736	4,4025611446378655e-40	3,236912280173074e-38	AM
Pik3r5	13,242069244384766	1,756944179534912	5,014781165588594e-40	3,676287825327265e-38	AM
Trim29	13,23847484588623	5,415749549865723	5,260639961949263e-40	3,8453137163725066e-38	AM
Ap2s1	13,2064847946167	1,1864784955978394	8,049668769116918e-40	5,866925252157823e-38	AM
Tmed5	13,089875221252441	1,3517861366271973	3,762252841995518e-39	2,7262780320454554e-37	AM
Snx1	13,079928398132324	1,4582619667053223	4,2884647914647544e-39	3,0986622753270474e-37	AM
Psmd2	13,040904998779297	0,9333245754241943	7,160205310143966e-39	5,158835602394557e-37	AM
Scarb2	13,010970115661621	0,7354873418807983	1,0598847483485616e-38	7,61451485634988e-37	AM
F10	13,005003929138184	2,4310081005096436	1,1459286267596271e-38	8,209223737854935e-37	AM
Msn	12,995420455932617	0,5592617392539978	1,2989136625239003e-38	9,278745467091896e-37	AM
Eif3a	12,962374687194824	0,6740195155143738	1,9995921534100915e-38	1,4243553738667635e-36	AM
Rab32	12,957140922546387	2,545159101486206	2,140782310309856e-38	1,5206206551621846e-36	AM
Myl6	12,943612098693848	0,507966935634613	2,5533457870730643e-38	1,803479770111017e-36	AM
Prcp	12,91569995880127	1,792311191558838	3,6709263791091705e-38	2,5855866611400587e-36	AM
S100a13	12,863149642944336	1,098641276359558	7,255851791046421e-38	5,0821279466814e-36	AM
